俗名	拉丁名	基因组大小M	单位或作者	文章标题	期刊名称	文章DOI	PUBMED号	发表年份	开始年份	分类	分组
()	Ophiorrhiza pumila	450	Rai A et al.	Chromosome-level genome assembly of Ophiorrhiza pumila reveals the evolution of camptothecin biosynthesis. 	"Nat Commun. 2021 Jan 15, 12(1): 405."	10.1038/s41467-020-20508-2	NA	2021	2021/1/15	asterid	1
(Coffee)	Coffea canephora	710	Denoeud et al.	The coffee genome provides insight into the convergent evolution of caffeine biosynthesis.	Science. 2014 Sep 5 345(6201):1181-4. Epub 2014 Sep 4.	10.1126/science.1255274	25190796	2014	2014/9/4	asterid	1
(Arabian coffee)	Coffea arabica	1300	Tran HTM et al.	Use of a draft genome of coffee (Coffea arabica) to identify SNPs associated with caffeine content.	"Plant Biotechnol J. 2018 Mar 6, epub ahead of print"	10.1111/pbi.12912	29509991	2018	2018/3/6	asterid	1
(Snowberry)	Chiococca alba	567	Lau KH et al.	Genome assembly of Chiococca alba uncovers key enzymes involved in the biosynthesis of unusual terpenoids.	"DNA Res. 2020 Jul 8: dsaa013, Online ahead of print"	10.1093/dnares/dsaa013	NA	2020	2020/7/8	asterid	1
(Cape jasmine)	Gardenia jasminoides	550	Xu Z et al.	Tandem gene duplications drive divergent evolution of caffeine and crocin biosynthetic pathways in plants.	"BMC Biol. 18, 63 (2020)"	10.1186/s12915-020-00795-3	NA	2020	2020/6/18	asterid	1
(Madagascar periwinkle)	Catharanthus roseus	738	Kellner F et al.	Genome-guided investigation of plant natural product biosynthesis.	Plant J. 2015 May 82(4):680-92. Epub 2015 Apr 11.	10.1111/tpj.12827	25759247	2015	2015/4/11	asterid	1
(Yellow jessamine)	Gelsemium sempervirens	312	Franke J et al.	Gene Discovery in Gelsemium Highlights Conserved Gene Clusters in Monoterpene Indole Alkaloid Biosynthesis.	"Chembiochem. 2018 Oct 9, Epub ahead of print"	10.1002/cbic.201800592	NA	2018	2018/10/9	asterid	1
(Heartbreak grass)	Gelsemium elegans	338	Liu Y et al.	Whole-genome sequencing and analysis of the Chinese herbal plant Gelsemium elegans.	"Acta Pharm Sin B. 2019 Aug 16, Epub ahead of print"	10.1016/j.apsb.2019.08.004		2019	2019/8/16	asterid	1
(Crown flower)	Calotropis gigantea	225	Hoopes GM et al.	"Genome Assembly and Annotation of the Medicinal Plant Calotropis gigantea, a Producer of Anti-Cancer and Anti-Malarial Cardenolides"	"G3: Genes Genomes Genetics, 2017 Dec 12, epub ahead of print"	10.1534/g3.117.300331		2017	2017/12/12	asterid	1
(Hardy rubber tree)	Eucommia ulmoides	1200	Wuyun TN et al.	The hardy rubber tree genome provides insights into the evolution of polyisoprene biosynthesis.	"Mol Plant. 2017 Dec 8, Epub ahead of print"	10.1016/j.molp.2017.11.014		2017	2017/12/8	asterid	1
(Red gromwell)	Lithospermum erythrorhizon	370	Auber RP et al.	Hybrid de novo genome assembly of red gromwell (Lithospermum erythrorhizon) reveals evolutionary insight into shikonin biosynthesis.	"Hortic Res. 7, 82 (2020), epub ahead of print"	10.1038/s41438-020-0301-9	NA	2020	2020/6/1	asterid	1
(Harmal)	Rhazya stricta	274	Sabir JS et al.	The nuclear genome of Rhazya stricta and the evolution of alkaloid diversity in a medically relevant clade of Apocynaceae.	Sci Rep. 2016 Sep 22 6:33782.	10.1038/srep33782	27653669	2016	2016/9/22	asterid	1
(Horseweed)	Conyza canadensis	335	Peng et al.	De novo genome assembly of the economically-important weed Conyza canadensis using integrated data from multiple sequencing platforms.	Plant Physiol. 2014 Nov 166(3):1241-54. Epub 2014 Sep 10.	10.1104/pp.114.247668	25209985	2014	2014/9/10	asterid	1
(Lettuce)	Lactuca sativa	2500	Reyes-Chin-Wo S et al.	Genome assembly with in vitro proximity ligation data and whole-genome triplication in lettuce	Nat Commun. 2017 Apr 12 8:14953.	10.1038/ncomms14953	28401891	2017	2017/4/12	asterid	1
(Common sunflower)	Helianthus annuus	3600	Badouin H et al.	"The sunflower genome provides insights into oil metabolism, flowering and Asterid evolution"	Nature. 2017 Jun 1 546(7656):148-152. Epub 2017 May 22.	10.1038/nature22380	28538728	2017	2017/5/22	asterid	1
(Balloon flower)	Platycodon grandiflorus	684	Kim J et al.	"Whole-genome, transcriptome, and methylome analyses provide insights into the evolution of platycoside biosynthesis in Platycodon grandiflorus, a medicinal plant."	"Hortic Res. 7, 112 (2020)"	10.1038/s41438-020-0329-x	NA	2020	2020/7/1	asterid	1
(Japanese honeysuckle)	Lonicera japonica	850	Pu X et al.	The honeysuckle genome provides insight into the molecular mechanism of carotenoid metabolism underlying dynamic flower coloration.	"New Phytol. 2020 Mar 18, Epub ahead of print"	10.1111/nph.16552	NA	2020	2020/3/18	asterid	1
(Dalmatian chrysanthemum)	Tanacetum cinerariifolium	7100	Yamashiro T et al.	"Draft genome of Tanacetum cinerariifolium, the natural source of mosquito coil."	"Sci Rep. 2019 Dec 3, 9(1): 18249"	10.1038/s41598-019-54815-6	NA	2019	2019/12/3	asterid	1
(Juhuanao)	Chrysanthemum nankingense	3100	Song C et al.	The Chrysanthemum nankingense Genome Provides Insights into the Evolution and Diversification of Chrysanthemum Flowers and Medicinal Traits.	"Mol Plant. 2018 Dec 3, Epub Oct 18"	10.1016/j.molp.2018.10.003	30342096	2018	2018/10/18	asterid	1
	Chrysanthemum seticuspe	3060	Hirakawa H et al.	"De novo whole-genome assembly in Chrysanthemum seticuspe, a model species of Chrysanthemums, and its application to genetic and gene discovery analysis"	"DNA Res. 2019 Jun 1, 26(3): 195-203"	10.1093/dnares/dsy048	NA	2019	2019/1/27	asterid	1
(Russian dandelion)	Taraxacum kok-saghyz	1040	Lin T et al.	Genome analysis of Taraxacum kok-saghyz Rodin provides new insights into rubber biosynthesis	"National Science Review, Aug 25 2017, nwx101"	10.1093/nsr/nwx101	649	2017	2017/8/25	asterid	1
(Sweet wormwood)	Artemisia annua	1740	Shen Q et al.	The Genome of Artemisia annua Provides Insight into the Evolution of Asteraceae Family and Artemisinin Biosynthesis.	"Mol Plant. 2018 Apr 20, Epub ahead of print"	10.1016/j.molp.2018.03.015	29703587	2018	2018/4/20	asterid	1
(Chinese fleabane)	Erigeron breviscapus	1200	Yang J et al.	Hybrid de novo genome assembly of the Chinese herbal fleabane Erigeron breviscapus	Gigascience. 2017 Jun 1 6(6):1-7.	10.1093/gigascience/gix028	28431028	2017	2017/4/18	asterid	1
(Bitter vine)	Mikania micrantha	1860	Liu B et al.	Mikania micrantha genome provides insights into the molecular mechanism of rapid growth.	"Nat Commun. 2020 Jan 17, 11(1): 340"	10.1038/s41467-019-13926-4	NA	2020	2020/1/17	asterid	1
(Artichoke)	Cynara cardunculus	1084	Scaglione D et al.	The genome sequence of the outbreeding globe artichoke constructed de novo incorporating a phase-aware low-pass sequencing strategy of F1 progeny	Sci Rep. 2016 Jan 20 6:19427.	10.1038/srep19427	26786968	2016	2016/1/20	asterid	1
(Wild soybean)	Glycine soja	~1000	Li et al.	De novo assembly of soybean wild relatives for pan-genome analysis of diversity and agronomic traits.	Nat Biotechnol. 2014 Oct 32(10):1045-52. Epub 2014 Sep 14.	10.1038/nbt.2979	25218520	2014	2014/9/14	rosid	1
(Jequirity bean)	Abrus precatorius	350	Hovde BT et al.	Detection of Abrin-Like and Prepropulchellin-Like Toxin Genes and Transcripts Using Whole Genome Sequencing and Full-Length Transcript Sequencing of Abrus precatorius.	"Toxins (Basel). 2019 Nov 25, 11(12)"	10.3390/toxins11120691	NA	2019	2019/11/25	rosid	1
(Eggplant)	Solanum melongena	1130	Hirakawa et al.	Draft Genome Sequence of Eggplant (Solanum melongena L.): the Representative Solanum Species Indigenous to the Old World.	DNA Res. 2014 Dec 21(6):649-60. Epub 2014 Sep 18.	10.1093/dnares/dsu027	25233906	2014	2014/9/18	asterid	1
(African eggplant)	Solanum aethiopicum	1170	Song B et al.	"Draft genome sequence of Solanum aethiopicum provides insights into disease resistance, drought tolerance, and the evolution of the genome."	"Gigascience. 2019 Oct 1, 8(10)"	10.1093/gigascience/giz115	NA	2019	2019/10/1	asterid	1
(Wild cassava)	Manihot esculenta ssp. flabellifolia	742	Wang et al.	Cassava genome from a wild ancestor to cultivated varieties.	Nat Commun. 2014 Oct 10	10.1038/ncomms6110	22523606	2014	2014/10/10	rosid	1
(Jujube)	Ziziphus jujuba	443	Liu et al.	The complex jujube genome provides insights into fruit tree biology.	Nat Commun. 2014 Oct 28 5:5315.	10.1038/ncomms6315	25350882	2014	2014/10/28	rosid	1
(Asian wild rice)	Oryza nivara	395	Zhang et al.	Rapid diversification of five Oryza AA genomes associated with rice adaptation.	Proc Natl Acad Sci U S A. 2014 Nov 18 111(46):E4954-62. Epub 2014 Nov 3.	10.1073/pnas.1418307111	25368197	2014	2014/11/3	monocotyledon	2
(Fonio millet)	Digitaria exilis	893	Abrouk M et al.	Fonio millet genome unlocks African orphan crop diversity for agriculture in a changing climate.	"Nat Commun. 2020 Sep 8, 11(1): 4488"	10.1038/s41467-020-18329-4	NA	2020	2020/9/8	monocotyledon	2
(American beauty-berry)	Callicarpa americana	538	Hamilton JP et al.	"Generation of a chromosome-scale genome assembly of the insect-repellent terpenoid-producing Lamiaceae species, Callicarpa americana."	"Gigascience. 2020 Sep 1, 9(9): giaa093"	10.1093/gigascience/giaa093	NA	2020	2020/9/7	asterid	1
(Prince's-feather amaranth)	Amaranthus hypochondriacus	466	Sunil M et al.	The Draft Genome and Transcriptome of Amaranthus hypochondriacus: A C4 Dicot Producing High-Lysine Edible Pseudo-Cereal.	DNA Res. 2014 Dec 21(6):585-602. Epub 2014 Jul 28.	10.1093/dnares/dsu021	25071079	2014	2014/7/28	asterid	1
(Palmer amaranth)	Amaranthus palmeri	422	Montgomery JS et al.	"Draft genomes of Amaranthus tuberculatus, Amaranthus hybridus and Amaranthus palmeri."	"Genome Biol Evol. 2020 Aug 24, Online ahead of print."	10.1093/gbe/evaa177	NA	2020	2020/8/24	asterid	1
(Smooth amaranth)	Amaranthus hybridus	504	Montgomery JS et al.	"Draft genomes of Amaranthus tuberculatus, Amaranthus hybridus and Amaranthus palmeri."	"Genome Biol Evol. 2020 Aug 24, Online ahead of print."	10.1093/gbe/evaa177	NA	2020	2020/8/24	asterid	1
(Rough-fruit amaranth)	Amaranthus tuberculatus	676	Kreiner JM et al.	Multiple modes of convergent adaptation in the spread of glyphosate-resistant Amaranthus tuberculatus.	"Proc Natl Acad Sci U S A. 2019 Oct 15, 116(42): 21076-21084"	10.1073/pnas.1900870116	NA	2019	2019/9/30	asterid	1
(Spinach)	Spinacia oleracea	1010	Xu C et al.	Draft genome of spinach and transcriptome diversity of 120 Spinacia accessions.	Nat Commun. 2017 May 24 8:15275.	10.1038/ncomms15275	28537264	2017	2017/5/24	asterid	1
(Quinoa)	Chenopodium quinoa	1500	Yasui Y et al.	"Draft genome sequence of an inbred line of Chenopodium quinoa, an allotetraploid crop with great environmental adaptability and outstanding nutritional properties"	DNA Res. 2016 Dec 23(6):535-546. Epub 2016 Jul 25.	10.1093/dnares/dsw037	27458999	2016	2016/7/25	asterid	1
(Canahua)	Chenopodium pallidicaule	430	Mangelson H et al.	The genome of Chenopodium pallidicaule: An emerging Andean super grain.	"App Plant Sci. 2019 Nov 08, Epub ahead of print"	10.1002/aps3.11300	NA	2019	2019/11/8	asterid	1
(African wild rice)	Oryza barthii	376	Zhang et al.	Rapid diversification of five Oryza AA genomes associated with rice adaptation.	Proc Natl Acad Sci U S A. 2014 Nov 18 111(46):E4954-62. Epub 2014 Nov 3.	10.1073/pnas.1418307111	25368197	2014	2014/11/3	monocotyledon	2
(Brazilian wild rice)	Oryza glumaepatula	366	Zhang et al.	Rapid diversification of five Oryza AA genomes associated with rice adaptation.	Proc Natl Acad Sci U S A. 2014 Nov 18 111(46):E4954-62. Epub 2014 Nov 3.	10.1073/pnas.1418307111	25368197	2014	2014/11/3	monocotyledon	2
(Australian wild rice)	Oryza meridionalis	388	Zhang et al.	Rapid diversification of five Oryza AA genomes associated with rice adaptation.	Proc Natl Acad Sci U S A. 2014 Nov 18 111(46):E4954-62. Epub 2014 Nov 3.	10.1073/pnas.1418307111	25368197	2014	2014/11/3	monocotyledon	2
(Mungbean)	Vigna radiata	548	Kang et al.	Genome sequence of mungbean and insights into evolution within Vigna species.	Nat Commun. 2014 Nov 11 5:5443.	10.1038/ncomms6443	25384727	2014	2014/11/11	rosid	1
(Black gram)	Vigna mungo	574	Pootakham W et al.	A chromosome-scale assembly of the black gram (Vigna mungo) genome.	"Mol Ecol Resour. 2020 Aug 13, Online ahead of print."	10.1111/1755-0998.13243	NA	2020	2020/8/13	rosid	1
(Fragrant rosewood)	Dalbergia odorifera	654	Hong Z et al.	The chromosome-level draft genome of Dalbergia odorifera.	"Gigascience. 2020 Aug 18, 9(8)"	10.1093/gigascience/giaa084	NA	2020	2020/8/18	rosid	1
(Beach pea)	Vigna marina	?	Singh AK et al.	Draft genome sequence of a less-known wild Vigna: Beach pea (V. marina cv. ANBp-14-03)	"Crop Journal (2019), epub ahead of print"	10.1016/j.cj.2019.05.007	NA	2019	2019/7/18	rosid	1
(Bambara groundnut)	Vigna subterranea	550	Chang Y et al.	The draft genomes of five agriculturally important African orphan crops.	"GigaScience 2018, giy152"	10.1093/gigascience/giy152	NA	2018	2018/12/7	rosid	1
(Cowpea)	Vigna unguiculata	586	Lonardi S et al.	The genome of cowpea (Vigna unguiculata (L.) Walp.).	"Plant J. 2019 Apr 24, Epub ahead of print"	10.1111/tpj.14349	31017340	2019	2019/4/24	rosid	1
(Hyacinth bean)	Lablab purpureus	423	Chang Y et al.	The draft genomes of five agriculturally important African orphan crops.	"GigaScience 2018, giy152"	10.1093/gigascience/giy152	NA	2018	2018/12/7	rosid	1
(Apple-ring acacia)	Faidherbia albida	661	Chang Y et al.	The draft genomes of five agriculturally important African orphan crops.	"GigaScience 2018, giy152"	10.1093/gigascience/giy152	NA	2018	2018/12/7	rosid	1
(Red clover)	Trifolium pratense	420	Istvanek J et al.	Genome assembly and annotation for red clover (Trifolium pratense; Fabaceae)	"Am J Bot. 2014 Feb, 101(2): 327-37 Epub 2014 Feb 5."	10.3732/ajb.1300340	26617401	2014	2014/2/5	rosid	1
()	Spatholobus suberectus	793	Qin S et al.	A draft genome for Spatholobus suberectus.	"Sci Data. 2019 Jul 4, 6(1): 113"	10.1038/s41597-019-0110-x	31273216	2019	2019/7/4	rosid	1
(Subterranean clover)	Trifolium subterranum	540	Hirakawa H et al.	"Draft genome sequence of subterranean clover, a reference for genus Trifolium."	Sci Rep. 2016 Aug 22 6:30358.	10.1038/srep30358	27545089	2016	2016/8/22	rosid	1
(Adzuki bean)	Vigna angularis	538	Kang YJ et al.	"Draft genome sequence of adzuki bean, Vigna angularis."	Sci Rep. 2015 Jan 28 5:8069.	10.1038/srep08069	25626881	2015	2015/1/28	rosid	1
(Flat-leaved vanilla)	Vanilla planifolia	700	Hasing T et al.	A phased Vanilla planifolia genome enables genetic improvement of flavour and production.	"Nat Food. 1, 811-819 (2020)."	10.1038/s43016-020-00197-2	NA	2020	2020/12/11	monocotyledon	2
(Tiepi-shihu)	Dendrobium officinale	1350	Yan L et al.	The genome of Dendrobium officinale illuminates the biology of the important traditional Chinese orchid herb.	Mol Plant. 2015 Jun 8(6):922-34. Epub 2014 Dec 24.	10.1016/j.molp.2014.12.011	25825286	2015	2014/12/23	monocotyledon	2
(Chained Dendrobium)	Dendrobium catenatum	1110	Zhang GQ et al.	"The Dendrobium catenatum Lindl. genome sequence provides insights into polysaccharide synthase, floral development and adaptive evolution"	Sci Rep. 2016 Jan 12 6:19029.	10.1038/srep19029	26754549	2016	2016/1/12	monocotyledon	2
	Apostasia shenzhenica	471	Zhang GQ et al.	The Apostasia genome and the evolution of orchids	Nature. 2017 Sep 13. Epub ahead of print	10.1038/nature23897	28902843	2017	2017/9/13	monocotyledon	2
(Small black-stick lily)	Xerophyta viscosa	296	Costa MD et al.	A footprint of desiccation tolerance in the genome of Xerophyta viscosa	Nat Plants. 2017 Mar 27 3:17038.	10.1038/nplants.2017.38	28346448	2017	2017/3/27	monocotyledon	2
(White Guinea yam)	Dioscorea rotundata	580	Tamiru M et al.	Genome sequencing of the staple food crop white Guinea yam enables the development of a molecular marker for sex determination.	"BMC Biol. 2017 Sep 19, 15(1):86"	10.1186/s12915-017-0419-x	28927400	2017	2017/9/19	monocotyledon	2
(Trifoliate yam)	Dioscorea dumetorum	322	Siadjeu C et al.	High Contiguity De Novo Genome Sequence Assembly of Trifoliate Yam (Dioscorea dumetorum) Using Long Read Sequencing.	"Genes (Basel). 2020 Mar 4, 11(3)"	10.3390/genes11030274	NA	2020	2020/3/4	monocotyledon	2
(Arogyapacha)	Trichopus zeylanicus	852	Vadakkemukadiyil-Chellappan B et al.	"High Quality Draft Genome of Arogyapacha (Trichopus zeylanicus), an Important Medicinal Plant Endemic to Western Ghats of India."	"G3 (Bethesda). 2019 Jun 12, Epub ahead of print"	10.1534/g3.119.400164	31189529	2019	2019/6/12	monocotyledon	2
(Horse Phalaenopsis)	Phalaenopsis equestris	1160	Cai et al.	The genome sequence of the orchid Phalaenopsis equestris.	Nat Genet. 2015 Jan 47(1):65-72. Epub 2014 Nov 24.	10.1038/ng.3149	25420146	2014	2014/11/24	monocotyledon	2
(Aphrodite's Phalaenopsis)	Phalaenopsis aphrodite	1200	Chao YT et al.	"Chromosome-level assembly, genetic and physical mapping of Phalaenopsis aphrodite genome provides new insights into species adaptation and resources for orchid breeding."	"Plant Biotechnol J. 2018 Apr 28, Epub ahead of print"	10.1111/pbi.12936	29704444	2018	2018/4/28	monocotyledon	2
(Tianma)	Gastrodia elata	1180	Yuan Y et al.	The Gastrodia elata genome provides insights into plant adaptation to heterotrophy.	"Nat Commun. 2018 Apr 24, 9(1):1615."	10.1038/s41467-018-03423-5	29691383	2018	2018/4/24	monocotyledon	2
(Garden asparagus)	Asparagus officinalis	1300	Harkess A et al.	The asparagus genome sheds light on the origin and evolution of a young Y chromosome.	"Nat Commun. 2017 Nov 2, 8(1):1279"	10.1038/s41467-017-01064-8	29093472	2017	2017/11/2	monocotyledon	2
(Garlic)	Allium sativum	16000	Sun X et al.	A chromosome-level genome assembly of garlic (Allium sativum L.) provides insights into genome evolution and allicin biosynthesis.	"Mol Plant. 2020 Jul 27: S1674-2052(20), Online ahead of print."	10.1016/j.molp.2020.07.019	NA	2020	2020/7/27	monocotyledon	2
(Ferny asparagus)	Asparagus setaceus	720	Li S et al.	"Chromosome-level genome assembly, annotation and evolutionary analysis of the ornamental plant Asparagus setaceus. "	"Hortic Res. 7, 48 (2020), Epub ahead of print"	10.1038/s41438-020-0271-y	NA	2020	2020/4/1	monocotyledon	2
(Cambodian dragon tree)	Dracaena cambodiana	1120	Ding X et al.	Genome survey sequencing for the characterization of genetic background of Dracaena cambodiana and its defense response during dragon's blood formation.	"PLoS One. 2018 Dec 14, 13(12): e0209258."	10.1371/journal.pone.0209258	30550595	2018	2018/12/14	monocotyledon	2
